,item,itemLabel,itemDescription,drugs,drugsLabel
1697,http://www.wikidata.org/entity/Q42844,major depressive disorder,"all-encompassing low mood accompanied by low self-esteem, and by loss of interest or pleasure in normally enjoyable activities","['http://www.wikidata.org/entity/Q334477', 'http://www.wikidata.org/entity/Q418361', 'http://www.wikidata.org/entity/Q243547', 'http://www.wikidata.org/entity/Q2273909', 'http://www.wikidata.org/entity/Q72513765', 'http://www.wikidata.org/entity/Q395229', 'http://www.wikidata.org/entity/Q1452256', 'http://www.wikidata.org/entity/Q2622367', 'http://www.wikidata.org/entity/Q6535779', 'http://www.wikidata.org/entity/Q208144', 'http://www.wikidata.org/entity/Q411932', 'http://www.wikidata.org/entity/Q58356', 'http://www.wikidata.org/entity/Q238544', 'http://www.wikidata.org/entity/Q27139037', 'http://www.wikidata.org/entity/Q47522126']","['selective serotonin reuptake inhibitor', 'maprotiline', 'ketamine', 'serotonin–norepinephrine reuptake inhibitor', 'Bupropion', 'agomelatine', 'levosulpiride', 'mood stabilizer', 'levomilnacipran', 'antipsychotics', '(S)-duloxetine', 'amoxapine', 'oxitriptan', 'vilazodone hydrochloride', 'Zoloft']"
1698,http://www.wikidata.org/entity/Q55621848,maladjustment,psychological term,,
1699,http://www.wikidata.org/entity/Q16039074,male anorexia,,,
1700,http://www.wikidata.org/entity/Q55782562,male hypergonadotropic hypogonadism-intellectual disability-skeletal anomalies syndrome,"This syndrome is characterized by hypergonadotropic hypogonadism, intellectual deficit, congenital skeletal anomalies involving the cervical spine and superior ribs, and diabetes mellitus",,
1701,http://www.wikidata.org/entity/Q6743512,malignant narcissism,"A hypothetical disorder bridging narcissim and the psychoanalytic ""psychopath""",,
1702,http://www.wikidata.org/entity/Q22965506,mandibulofacial dysostosis-microcephaly syndrome,"autosomal dominant disease characterized by progressive microcephaly, micrognathia, microtia, dysplastic ears, preauricular skin tags, speech delay, significant developmental delay,  midface and malar hypoplasia,",,
1703,http://www.wikidata.org/entity/Q185935,mania,"state of abnormally elevated or irritable mood, arousal, and/or energy levels",,
1704,http://www.wikidata.org/entity/Q56014657,manic bipolar affective disorder,The manic phase of bipolar disorder,,
1705,http://www.wikidata.org/entity/Q18966903,manic episode,"mood disorder, characterised by a persistent elevation of mood (single manic episode)",,
1706,http://www.wikidata.org/entity/Q1890336,mannerism,,,
1707,http://www.wikidata.org/entity/Q55782069,marfanoid habitus-autosomal recessive intellectual disability syndrome,,,
1708,http://www.wikidata.org/entity/Q12754745,masochism,paraphilia in which a subject derives gratification from receiving pain,,
1709,http://www.wikidata.org/entity/Q847836,mass hysteria,"phenomenon that transmits collective illusions of threats, whether real or imaginary, through a population in society as a result of rumors and fear",,
1710,http://www.wikidata.org/entity/Q25380026,massively multiplayer online role-playing game addiction,,,
1711,http://www.wikidata.org/entity/Q108582207,maternal depression,,,
1712,http://www.wikidata.org/entity/Q18389618,mechanophobia,fear of machines,,
1713,http://www.wikidata.org/entity/Q1413869,medical fetishism,sexual fetish involving objects and situations of a medical or clinical nature,,
1714,http://www.wikidata.org/entity/Q3141344,medical students' disease,"condition in medical students, who perceive themselves to be experiencing the symptoms of a disease that they are studying",,
1715,http://www.wikidata.org/entity/Q1756659,medication overuse headache,medical condition,,
1716,http://www.wikidata.org/entity/Q102293249,mega-corpus-callosum syndrome with cerebellar hypoplasia and cortical malformations,human disease,,
1717,http://www.wikidata.org/entity/Q192077,melancholia,mood disorder of non-specific depression,,
1718,http://www.wikidata.org/entity/Q13512178,melancholia,DSM-IV subtype of clinical depression,,
1719,http://www.wikidata.org/entity/Q3332994,melomania,abnormal fondness of music,,
1720,http://www.wikidata.org/entity/Q3072083,memory disorder,difficulties in the brain's retrieval of ideas and experiences,,
1721,http://www.wikidata.org/entity/Q1334993,memory loss during pregnancy,,,
1722,http://www.wikidata.org/entity/Q18553279,meningovascular neurosyphilis,Human disease,,
1723,http://www.wikidata.org/entity/Q6817363,menstrual psychosis,,,
1724,http://www.wikidata.org/entity/Q976350,mental breakdown,mental disorder,,
1725,http://www.wikidata.org/entity/Q4340209,mental depression,"state of low mood and aversion to activity, which can affect a person's thoughts, behavior, motivation, feelings, and sense of well-being","['http://www.wikidata.org/entity/Q411251', 'http://www.wikidata.org/entity/Q27164953', 'http://www.wikidata.org/entity/Q4363230', 'http://www.wikidata.org/entity/Q416632', 'http://www.wikidata.org/entity/Q418909', 'http://www.wikidata.org/entity/Q243547', 'http://www.wikidata.org/entity/Q412107', 'http://www.wikidata.org/entity/Q23118']","['melitracen', 'flupentixol', 'pipofezine', 'nefazodone', 'rubidium chloride', 'ketamine', 'dibenzepin', 'lysergic acid diethylamide']"
1726,http://www.wikidata.org/entity/Q12135,mental disorder,distressing thought or behavior pattern,"['http://www.wikidata.org/entity/Q411932', 'http://www.wikidata.org/entity/Q422244', 'http://www.wikidata.org/entity/Q408535', 'http://www.wikidata.org/entity/Q221361', 'http://www.wikidata.org/entity/Q410346', 'http://www.wikidata.org/entity/Q412443', 'http://www.wikidata.org/entity/Q423292', 'http://www.wikidata.org/entity/Q409672', 'http://www.wikidata.org/entity/Q411188', 'http://www.wikidata.org/entity/Q407617', 'http://www.wikidata.org/entity/Q201872', 'http://www.wikidata.org/entity/Q251347']","['(S)-duloxetine', 'fluoxetine', 'quetiapine', 'clozapine', 'lamotrigine', 'risperidone', 'paliperidone', '(RS)-citalopram', 'aripiprazole', 'sertraline', 'olanzapine', 'haloperidol']"
1727,http://www.wikidata.org/entity/Q18966384,"mental disorder complicating pregnancy, childbirth, or the puerperium",Human disease,,
1728,http://www.wikidata.org/entity/Q6817451,mental disorder diagnosed in childhood,medical condition,,
1729,http://www.wikidata.org/entity/Q16938818,mental retardation and microcephaly with pontine and cerebellar hypoplasia,rare X-linked dominant genetic disorder,,
1730,http://www.wikidata.org/entity/Q4183896,mental retardation in children,,,
1731,http://www.wikidata.org/entity/Q50349624,"mental retardation, autosomal dominant 20",An autosomal dominant non-syndromic intellectual disability that has material basis in an autosomal dominant mutation of MEF2C on chromosome 5q14.3.,,
1732,http://www.wikidata.org/entity/Q3306095,mentism,unstoppable flow of thought,,
1733,http://www.wikidata.org/entity/Q5801867,messianic delusion,,,
1734,http://www.wikidata.org/entity/Q55789148,metabolic disease with dementia,human disease,,
1735,http://www.wikidata.org/entity/Q1120682,metachromatic leukodystrophy,human disease,,
1736,http://www.wikidata.org/entity/Q55998666,"metachromatic leukodystrophy, juvenile form",human disease,,
1737,http://www.wikidata.org/entity/Q55782086,metaphyseal dysostosis-intellectual disability-conductive deafness syndrome,,,
1738,http://www.wikidata.org/entity/Q55785880,methimazole embryofetopathy,,,
1739,http://www.wikidata.org/entity/Q3311991,microarousal,,,
1740,http://www.wikidata.org/entity/Q55782298,microbrachycephaly-ptosis-cleft lip syndrome,,,
1741,http://www.wikidata.org/entity/Q55788643,"microcephalic osteodysplastic dysplasia, Saul-Wilson type",congenital abnormality,,
1742,http://www.wikidata.org/entity/Q55762664,microcephalic osteodysplastic primordial dwarfism,human disease,,
1743,http://www.wikidata.org/entity/Q55787615,microcephalic primordial dwarfism,human disease,,
1744,http://www.wikidata.org/entity/Q55787736,microcephaly-brachydactyly-kyphoscoliosis syndrome,medical condition,,
1745,http://www.wikidata.org/entity/Q55782098,microcephaly-cardiomyopathy syndrome,,,
1746,http://www.wikidata.org/entity/Q55784320,microcephaly-cerebellar hypoplasia-cardiac conduction defect syndrome,,,
1747,http://www.wikidata.org/entity/Q55782102,microcephaly-cervical spine fusion anomalies syndrome,,,
1748,http://www.wikidata.org/entity/Q55781232,microcephaly-deafness-intellectual disability syndrome,medical condition,,
1749,http://www.wikidata.org/entity/Q55785378,microcephaly-digital anomalies-intellectual disability syndrome,", syndactyly of the toes, short fifth fingers with a single flexion crease and absence of the distal interphalangeal crease of the fourth finger) and moderate to severe intellectual deficit",,
1750,http://www.wikidata.org/entity/Q55782068,microcephaly-glomerulonephritis-marfanoid habitus syndrome,"This syndrome is characterised by intellectual deficit, marfanoid habitus, microcephaly, and glomerulonephritis",,
1751,http://www.wikidata.org/entity/Q55784578,microcephaly-intellectual disability-phalangeal and neurological anomalies syndrome,,,
1752,http://www.wikidata.org/entity/Q55784938,microcephaly-intellectual disability-sensorineural hearing loss-epilepsy-abnormal muscle tone syndrome,human disease,,
1753,http://www.wikidata.org/entity/Q55786409,"microcephaly-microcornea syndrome, Seemanova type",,,
1754,http://www.wikidata.org/entity/Q55785687,microcephaly-polymicrogyria-corpus callosum agenesis syndrome,human disease,,
1755,http://www.wikidata.org/entity/Q55786384,microcephaly-seizures-intellectual disability-heart disease syndrome,"Microcephaly-seizures-intellectual disability-heart disease syndrome is characterised by intellectual deficit, a cardiac anomaly, micropenis, hypothyroidism, epileptic seizures, and skeletal anomalies. It has been described in two males.",,
1756,http://www.wikidata.org/entity/Q55788123,microcephaly-short stature-intellectual disability-facial dysmorphism syndrome,human disease,,
1757,http://www.wikidata.org/entity/Q111033959,microlissencephaly,human disease,,
1758,http://www.wikidata.org/entity/Q55782531,microphthalmia-ankyloblepharon-intellectual disability syndrome,human disease,,
1759,http://www.wikidata.org/entity/Q55345817,microphthalmia-brain atrophy syndrome,human disease,,
1760,http://www.wikidata.org/entity/Q55782525,"midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis",human disease,,
1761,http://www.wikidata.org/entity/Q372236,migraine aura,migraine symptom,,
1762,http://www.wikidata.org/entity/Q1472703,mild cognitive impairment,brain function syndrome,,
1763,http://www.wikidata.org/entity/Q55015403,mild degree recurrent episode manic disorder,human disease,,
1764,http://www.wikidata.org/entity/Q104249451,mild intellectual disabilty,,,
1765,http://www.wikidata.org/entity/Q56014155,mild phosphoribosylpyrophosphate synthetase superactivity,,,
1766,http://www.wikidata.org/entity/Q18971514,mild recurrent major depression,Human disease,,
1767,http://www.wikidata.org/entity/Q1443721,mind-blindness,disability to be aware of mental states,,
1768,http://www.wikidata.org/entity/Q774111,minor depressive disorder,,,
1769,http://www.wikidata.org/entity/Q18553688,mirror agnosia,agnosia that is a loss of the ability to acknowledge objects in the neglected field that are visible when a mirror reflects the object visible in the non-neglected field,,
1770,http://www.wikidata.org/entity/Q17157129,mirror-touch synesthesia,rare neurological condition with empathic purpose,,
1771,http://www.wikidata.org/entity/Q23542367,mitochondrial complex I deficiency,Human disease,,
1772,http://www.wikidata.org/entity/Q6884016,mixed affective state,state with features unique to both depression and mania,,
1773,http://www.wikidata.org/entity/Q18967153,mixed disorder as reaction to stress,Human disease,,
1774,http://www.wikidata.org/entity/Q53704153,mixed personality disorders,,,
1775,http://www.wikidata.org/entity/Q6884011,mixed receptive-expressive language disorder,neurodevelopmental condition,,
1776,http://www.wikidata.org/entity/Q52682143,mixed sleep apnea,human disease,,
1777,http://www.wikidata.org/entity/Q961726,mixed transcortical aphasia,type of aphasia,,
1778,http://www.wikidata.org/entity/Q55015410,moderate degree recurrent episode manic disease,human disease,,
1779,http://www.wikidata.org/entity/Q12370769,moderate mental retardation,,,
1780,http://www.wikidata.org/entity/Q18967435,moderate recurrent major depression,Human disease,,
1781,http://www.wikidata.org/entity/Q917061,monomania,mental illness involving an unhealthily intense obsession with one specific thing,,
1782,http://www.wikidata.org/entity/Q188638,mood disorders,disorders characterised by disturbance in an individual's mood,"['http://www.wikidata.org/entity/Q410346', 'http://www.wikidata.org/entity/Q422244', 'http://www.wikidata.org/entity/Q408535', 'http://www.wikidata.org/entity/Q416992', 'http://www.wikidata.org/entity/Q201872', 'http://www.wikidata.org/entity/Q410412', 'http://www.wikidata.org/entity/Q412443', 'http://www.wikidata.org/entity/Q409672', 'http://www.wikidata.org/entity/Q176301', 'http://www.wikidata.org/entity/Q5462983', 'http://www.wikidata.org/entity/Q411188', 'http://www.wikidata.org/entity/Q411932', 'http://www.wikidata.org/entity/Q221174']","['lamotrigine', 'fluoxetine', 'quetiapine', 'lurasidone', 'olanzapine', 'carbamazepin', 'risperidone', '(RS)-citalopram', 'oxcarbazepine', 'flutoprazepam', 'aripiprazole', '(S)-duloxetine', 'topiramate']"
1783,http://www.wikidata.org/entity/Q955922,moral insanity,historic mental disorder consisting of abnormal emotions and behaviours without psychosis,,
