item,itemLabel,itemDescription
http://www.wikidata.org/entity/Q1191575,hebephilia,proposed paraphilia encompassing the sexual interest in pubescent children
http://www.wikidata.org/entity/Q3144528,heboidophrenia,
http://www.wikidata.org/entity/Q23679966,hedonophobia,fear or aversion to obtaining pleasure
http://www.wikidata.org/entity/Q1035100,helper syndrome,
http://www.wikidata.org/entity/Q16574388,hemiasomatognosia,
http://www.wikidata.org/entity/Q40103033,hemimegalencephaly,a rare disorder affecting development of one side of the brain
http://www.wikidata.org/entity/Q152289,hemispatial neglect,"neuropsychological condition in which, after damage to one hemisphere of the brain is sustained, a deficit in attention to and awareness of one side of space is observed"
http://www.wikidata.org/entity/Q11897418,hepatic fibrosis-renal cysts-intellectual disability syndrome,human disease
http://www.wikidata.org/entity/Q3730759,heptadecaphobia,fear of the number 17
http://www.wikidata.org/entity/Q55783613,hereditary cryohydrocytosis with reduced stomatin,human disease
http://www.wikidata.org/entity/Q55346113,hereditary progressive chorea without dementia,human disease
http://www.wikidata.org/entity/Q50349724,hereditary sensory neuropathy-deafness-dementia syndrome,"hereditary sensory neuropathy characterized by adult onset of progressive peripheral sensory loss, progressive hearing impairment, and early-onset dementia that has material basis in heterozygous mutation in the DNMT1 gene on chromosome 19p13"
http://www.wikidata.org/entity/Q32142563,hereditary spastic paraplegia 11,hereditary spastic paraplegia that has material basis in mutation in the SPG11 gene on chromosome 15q21
http://www.wikidata.org/entity/Q18558272,heroin dependence,opiate dependence that involves the continued use of heroin despite problems related to use of the substance
http://www.wikidata.org/entity/Q1613864,herostratism,
http://www.wikidata.org/entity/Q2319444,herpetophobia,fear or aversion to reptiles
http://www.wikidata.org/entity/Q420724,hexakosioihexekontahexaphobia,"aversion to the number 666 or ""number of the beast"""
http://www.wikidata.org/entity/Q12019630,hierophobia,fear of what is religious or sacred
http://www.wikidata.org/entity/Q1788847,high-functioning autism,"people with autism who are deemed to be cognitively ""higher functioning"" (with an IQ of 70 or greater) than other people with autism"
http://www.wikidata.org/entity/Q2721459,highway  phobia,
http://www.wikidata.org/entity/Q845787,histrionic personality disorder,personality disorder characterized by excessive emotionality and attention-seeking
http://www.wikidata.org/entity/Q102187439,hoarse voice,symptom
http://www.wikidata.org/entity/Q3930506,hoarseness,voice characteristic of being hoarse or raucous
http://www.wikidata.org/entity/Q1595931,homesickness,distress caused by being away from home
http://www.wikidata.org/entity/Q4142984,homicidal mania,irresistible urge to kill
http://www.wikidata.org/entity/Q3755302,homosexual necrophilia in mallards,
http://www.wikidata.org/entity/Q389378,hospitalism,pediatric diagnosis used in the 1930s to describe infants who wasted away while in hospital
http://www.wikidata.org/entity/Q1029707,hottentotism,obsolescent language disorder
http://www.wikidata.org/entity/Q2248357,huffing,"illicit use of chemical vapors, inhaled to produce a rapid mind-altering effect"
http://www.wikidata.org/entity/Q2996866,human coprophagia,"psychiatric symptom, rare aberrant human behavior involving consumption of excrement"
http://www.wikidata.org/entity/Q1269190,hybristophilia,"a paraphilia in which sexual arousal are responsive to and contingent upon being with a partner known to have committed an outrage, cheating, lying, known infidelities, or crime"
http://www.wikidata.org/entity/Q55782561,hydrocephaly-cerebellar agenesis syndrome,"This syndrome is characterised by infantile hypotonia followed by onset of ataxia, cataract and intellectual deficit by preschool age. Cerebral atrophy was also reported."
http://www.wikidata.org/entity/Q1640850,hyperactivity,symptom
http://www.wikidata.org/entity/Q962154,hypergraphia,behavioral condition characterized by the intense desire to write
http://www.wikidata.org/entity/Q567711,hypergymnasia,
http://www.wikidata.org/entity/Q17028415,hyperkinetic disorder,range of neurodevelopmental conditions
http://www.wikidata.org/entity/Q776660,hyperlexia,precocious ability to read words without prior training in learning to read typically before the age of 5
http://www.wikidata.org/entity/Q32146367,hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase,human disease
http://www.wikidata.org/entity/Q1641033,hypermnesia,
http://www.wikidata.org/entity/Q16642636,hyperreligiosity,medical condition
http://www.wikidata.org/entity/Q267907,hypersexuality,excessive arousal and interest in sex
http://www.wikidata.org/entity/Q751641,hypersomnia,excessive sleep
http://www.wikidata.org/entity/Q102186790,hypersomnia with sleep apnea,symptom
http://www.wikidata.org/entity/Q18554800,"hypertelorism, microtia, facial clefting syndrome","autosomal recessive disease that is characterized by the combination of hypertelorism, cleft lip and palate and microtia"
http://www.wikidata.org/entity/Q45320,hyperthymesia,condition of possessing an extremely detailed autobiographical memory
http://www.wikidata.org/entity/Q3824320,hyperthymia,"cheerful, positive mood"
http://www.wikidata.org/entity/Q1308944,hypnic jerk syndrome,involuntary twitches
http://www.wikidata.org/entity/Q1120518,hypnophobia,fear of sleep
http://www.wikidata.org/entity/Q303555,hypoactive sexual desire disorder,sexual dysfunction
http://www.wikidata.org/entity/Q28923579,hypochondriacal schizophrenia,subtype of schizophrenia defined in Russia
http://www.wikidata.org/entity/Q105434,hypochondriasis,somatoform disorder that involves an excessive preoccupation or worry about having a serious illness
http://www.wikidata.org/entity/Q55784623,hypohidrosis-enamel hypoplasia-palmoplantar keratoderma-intellectual disability syndrome,human disease
http://www.wikidata.org/entity/Q188611,hypomania,mood state characterized by persistent and pervasive elevated or irritable mood
http://www.wikidata.org/entity/Q12632309,hypomnesia,
http://www.wikidata.org/entity/Q28065601,hypomyelinating leukodystrophy 12,Human disease
http://www.wikidata.org/entity/Q28065598,hypomyelinating leukodystrophy 5,"Hypomyelination-congenital cataract is characterized by the onset of cataract either at birth or in the first two months of life, delayed psychomotor development by the end of the first year of life and moderate intellectual deficit"
http://www.wikidata.org/entity/Q28065596,hypomyelinating leukodystrophy 9,"hypomyelinating leukodystrophy characterized by delayed psychomotor development, spasticity, and nystagmus starting in the first year of life that has material basis in compound heterozygous mutation in the RARS gene on chromosome 5q34"
http://www.wikidata.org/entity/Q21097782,hypomyelinating leukoencephalopathy,Human disease
http://www.wikidata.org/entity/Q21124512,hypoparathyroidism-retardation-dysmorphism syndrome,Human disease
http://www.wikidata.org/entity/Q56316194,hyposomnia,
http://www.wikidata.org/entity/Q55781981,"hypospadias-intellectual disability, Goldblatt type syndrome",
http://www.wikidata.org/entity/Q1997867,hypothymia,abnormality of mood resembling depression
http://www.wikidata.org/entity/Q55786209,"hypotrichosis-intellectual disability, Lopes type","Hypotrichosis-intellectual disability, Lopes type is characterised by hypotrichosis, syndactyly, intellectual deficit and early eruption of teeth. It has been described in two patients. The mode of transmission appears to be autosomal recessive."
http://www.wikidata.org/entity/Q3664130,hysterical blindness,
http://www.wikidata.org/entity/Q10530921,hysterical psychosis,
http://www.wikidata.org/entity/Q55781986,ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome,
http://www.wikidata.org/entity/Q25407066,ictal psychosis,
http://www.wikidata.org/entity/Q2215516,ideas of reference and delusions of reference,"belief that certain gestures, environmental cues, innocuous events, comments and so forth are directed at oneself"
http://www.wikidata.org/entity/Q17028947,identity disorder,type of mental disorder
http://www.wikidata.org/entity/Q1656793,ideomotor apraxia,Human disease
http://www.wikidata.org/entity/Q55786234,idiopathic hypersomnia with long sleep time,
http://www.wikidata.org/entity/Q55786235,idiopathic hypersomnia without long sleep time,
http://www.wikidata.org/entity/Q28735834,idiopathic normal pressure hydrocephalus,
http://www.wikidata.org/entity/Q193607,idiot,person of low intelligence
http://www.wikidata.org/entity/Q4200185,imbecile,term once used in psychiatry to describe people of moderately low intelligence
http://www.wikidata.org/entity/Q101402572,immature personality disorder,Personality disorder
http://www.wikidata.org/entity/Q55782512,immunodeficiency 47,human disease
http://www.wikidata.org/entity/Q2061676,imperative hallucination,
http://www.wikidata.org/entity/Q6007152,implant,in Scientology
http://www.wikidata.org/entity/Q1201835,impulse control disorder,disease of mental health that involves a failure to resist an impulsive act or behaviour that may be harmful to self or others
http://www.wikidata.org/entity/Q3381343,impulsion-phobias,fear of committing impulsive acts
http://www.wikidata.org/entity/Q102187162,inability to comprehend speech,symptom
http://www.wikidata.org/entity/Q102186694,inability to form words,symptom
http://www.wikidata.org/entity/Q26897870,inability to maintain relationships,
http://www.wikidata.org/entity/Q102187104,inability to speak,symptom
http://www.wikidata.org/entity/Q2559613,inappropriate social behavior,
http://www.wikidata.org/entity/Q3508770,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,"syndrome that is characterized by progressive proximal muscle weakness, steolytic bone lesions consistent with Paget disease, and frontotemporal dementia and has physical basis in mutation in the valosin containing protein (VCP)"
http://www.wikidata.org/entity/Q9390206,incubus dream,
http://www.wikidata.org/entity/Q55785874,indomethacin embryofetopathy,
http://www.wikidata.org/entity/Q55346072,infantile Refsum disease,medical condition
http://www.wikidata.org/entity/Q55781750,infantile choroidocerebral calcification syndrome,
http://www.wikidata.org/entity/Q55784881,infantile multisystem neurologic-endocrine-pancreatic disease,human disease
http://www.wikidata.org/entity/Q3410134,infantile psychosis,
